Date of Product Buy,Discount,Product Buy Price,Product Original Price,Product Release Date,Product Category,Season Bought,User ID
1637847338,10.0,78.9,87.6,1628587690,Televisions,1,268
1611592531,65.8,29.9,87.5,1621188825,Beauty,2,198
1626172274,44.1,14.1,25.3,1618173990,Phones,4,721
1614958434,0.3,34.1,34.2,1631235095,Beauty,4,888
1611016240,41.5,51.4,87.9,1616783864,Phones,4,712
1625204237,77.4,10.1,44.7,1610616856,Home Care,0,601
1634165680,6.4,68.3,73.0,1614798809,Printers,1,802
1620800311,20.8,49.9,62.9,1640613272,Furniture,3,161
1629534335,49.3,11.8,23.3,1637366065,Home Care,0,722
1609757492,56.2,8.4,19.3,1638785577,Televisions,2,495
1610239341,63.7,28.0,77.0,1623653336,Consumer Electronics,0,857
1623667410,46.2,26.4,49.1,1621241271,Screens,1,765
1623689924,49.9,12.8,25.6,1633722231,Consumer Electronics,1,242
1621064142,21.4,29.8,37.9,1635185445,Phones,0,543
1629958356,53.7,42.5,91.8,1632963497,Home Care,1,637
1629319009,4.5,80.6,84.3,1628907304,Informatics,2,343
1639736330,11.7,25.7,29.1,1632441894,Home Care,3,134
1624762749,27.9,73.9,102.5,1609548967,Consumer Electronics,3,854
1633055012,24.1,17.7,23.3,1633596432,Audio,2,634
1628619821,21.2,76.8,97.5,1615283706,Beauty,0,4
1622385440,29.7,40.7,57.9,1614967860,Home Care,2,282
1613415182,55.1,15.7,34.8,1627885493,Televisions,1,15
1621285706,71.3,12.5,43.5,1613551681,Home Care,3,325
1620288977,9.8,69.9,77.5,1623603441,Phones,0,564
1622456043,46.7,24.7,46.4,1630928873,Audio,1,838
1631128668,17.1,61.8,74.6,1631470511,Televisions,0,245
1628096147,40.5,44.3,74.4,1617282361,Furniture,3,600
1622664478,28.5,25.7,36.0,1638512339,Home Care,2,617
1639696474,50.5,43.5,87.9,1612066656,Furniture,0,290
1638862953,7.8,53.4,57.9,1615705013,Televisions,0,53
1620374350,1.0,35.9,36.2,1631646075,Printers,1,328
1639696756,47.0,33.9,64.1,1638608884,Televisions,1,367
1622118285,5.9,22.1,23.5,1614059402,Audio,0,798
1624703548,14.7,47.4,55.5,1635371790,Printers,4,161
1633395111,45.0,64.7,117.8,1620342076,Consumer Electronics,1,731
1623423609,25.4,31.1,41.7,1629217512,Audio,1,568
1636656667,68.5,6.0,18.9,1626848215,Consumer Electronics,4,399
1609909528,13.8,34.8,40.4,1635029739,Home Care,3,390
1614208103,72.1,21.9,78.5,1629027921,Beauty,3,626
1614753086,7.8,101.0,109.5,1621750227,Televisions,2,107
1616309704,30.8,37.8,54.6,1637901883,Beauty,2,500
1609889788,13.3,36.9,42.6,1628263243,Televisions,2,740
1638303188,8.8,74.5,81.7,1625965787,Screens,0,697
1637612138,25.1,42.6,56.9,1625293186,Beauty,1,308
1612677870,6.5,46.0,49.2,1633792466,Phones,4,585
1621582941,77.5,24.4,108.5,1638407847,Consumer Electronics,2,29
1638478250,7.7,107.1,116.0,1611141124,Beauty,4,701
1631381007,44.2,21.9,39.3,1617281625,Consumer Electronics,3,888
1640210483,9.7,76.2,84.4,1613149494,Phones,4,437
1609698405,11.5,30.8,34.7,1619577234,Consumer Electronics,4,156
1621247891,67.1,18.5,56.2,1621653015,Screens,3,106
1618581765,17.6,55.9,67.8,1635865345,Phones,1,184
1627685375,51.8,12.5,25.9,1631901677,Informatics,2,475
1638923036,62.8,36.6,98.5,1625505277,Screens,1,536
1625643105,37.2,19.2,30.5,1611673942,Printers,1,457
1619737393,61.1,25.2,64.7,1629974744,Home Care,3,534
1626289028,62.1,29.9,79.0,1617770119,Televisions,2,263
1637664815,45.9,31.3,57.8,1633064307,Furniture,1,457
1634013410,33.4,78.7,118.2,1618367708,Beauty,3,665
1626637822,16.9,15.3,18.4,1612944913,Beauty,4,504
1610261560,61.6,19.8,51.6,1634098475,Home Care,1,400
1633772255,10.4,50.1,55.9,1619656732,Home Care,1,183
1636869823,9.9,73.1,81.2,1639302721,Informatics,4,605
1630285099,35.7,73.5,114.3,1611691129,Printers,2,653
1639830935,18.5,86.8,106.6,1610695372,Informatics,2,801
1610398472,56.4,28.1,64.3,1625800211,Beauty,2,708
1620232416,58.7,23.1,55.9,1610842170,Home Care,1,652
1627095630,56.8,47.2,109.3,1637290284,Phones,1,423
1617248579,33.0,38.7,57.8,1634260230,Furniture,4,685
1631448042,46.2,13.4,25.0,1624307218,Phones,1,436
1611733811,58.8,22.1,53.5,1639898974,Printers,2,519
1618733307,45.2,8.7,15.9,1623595391,Beauty,1,86
1632699765,25.4,50.4,67.6,1619480433,Beauty,0,639
1615880447,24.8,86.1,114.4,1630612841,Home Care,2,345
1621687809,65.2,19.9,57.2,1628406551,Home Care,3,896
1616134156,73.0,9.3,34.6,1625947517,Informatics,1,529
1622414789,11.3,99.5,112.2,1615871727,Furniture,2,771
1631769611,49.7,26.3,52.2,1639194787,Consumer Electronics,4,385
1635504872,51.2,17.2,35.3,1626739390,Informatics,4,410
1620503085,26.6,69.5,94.7,1635907541,Screens,2,55
1635963423,78.7,15.2,71.5,1618542831,Audio,3,615
1632178750,48.2,8.2,15.8,1630630500,Furniture,3,478
1620796054,68.0,32.1,100.4,1629895390,Beauty,2,105
1640655170,77.0,14.4,62.7,1640091551,Furniture,4,61
1637381165,69.2,28.7,93.2,1632938108,Screens,4,630
1627401830,35.0,51.9,79.9,1627612519,Printers,0,104
1610621497,11.3,65.8,74.2,1611668957,Screens,3,158
1631201230,44.7,11.9,21.6,1613284086,Phones,2,435
1640930906,74.4,12.6,49.1,1637944889,Consumer Electronics,0,745
1624747774,39.1,25.3,41.6,1613613711,Audio,2,686
1631208241,35.1,42.2,65.1,1635995395,Screens,4,783
1630437687,33.5,22.6,34.0,1636100802,Printers,1,64
1629210053,39.9,55.7,92.6,1626398093,Printers,1,184
1624231886,31.8,73.1,107.3,1618054856,Televisions,0,625
1610040934,38.8,60.2,98.3,1638441158,Home Care,2,160
1623681810,0.9,89.6,90.4,1636360875,Televisions,3,73
1639564448,30.5,30.5,43.9,1613840478,Informatics,3,494
1630294350,14.5,34.8,40.7,1625700738,Furniture,2,281
1638343529,6.4,52.4,56.0,1626897658,Printers,1,281
1623968984,40.4,21.1,35.4,1631921682,Screens,1,767
1639206405,17.3,59.1,71.5,1617427662,Screens,3,686
1627334974,13.2,22.9,26.4,1637591448,Beauty,1,119
1627944718,43.3,66.6,117.3,1633766732,Consumer Electronics,2,176
1630808502,26.3,41.5,56.4,1629217621,Home Care,3,447
1609945386,55.2,49.9,111.3,1617808827,Audio,1,878
1620510725,41.8,50.4,86.6,1613760482,Screens,1,137
1619540098,70.4,31.6,106.7,1633942186,Screens,2,494
1621544950,71.7,7.6,26.8,1635450040,Phones,2,633
1616799617,8.6,83.6,91.5,1616403883,Screens,2,610
1628125254,65.7,29.7,86.6,1621441318,Consumer Electronics,4,449
1633898270,20.4,28.0,35.2,1634752057,Screens,3,681
1620431907,67.1,19.0,57.8,1638544048,Audio,2,144
1638343917,79.2,13.3,63.9,1635742735,Furniture,2,434
1618067149,67.2,38.4,117.0,1612367711,Phones,4,405
1615557664,12.1,66.4,75.5,1615512597,Televisions,2,108
1618246198,15.4,86.8,102.7,1639701801,Furniture,4,657
1611841102,8.5,40.5,44.3,1632352103,Audio,3,467
1610685753,14.2,95.6,111.4,1625702276,Beauty,2,591
1628628577,41.6,10.4,17.9,1630843624,Screens,1,707
1636474866,32.5,49.2,72.9,1631122096,Audio,1,845
1639660662,52.6,33.1,69.8,1614880316,Phones,4,235
1619910091,70.1,34.6,115.6,1616707051,Phones,0,528
1614049528,68.9,6.2,19.9,1630939351,Furniture,4,249
1609710861,79.9,10.8,53.8,1635016698,Printers,4,121
1618978684,51.8,37.8,78.4,1619943538,Home Care,0,614
1620685882,75.4,5.5,22.3,1628726417,Beauty,3,749
1624262523,70.9,20.4,70.1,1614027575,Screens,2,477
1628211185,71.0,18.5,63.8,1612230651,Furniture,1,66
1617467752,7.4,37.5,40.5,1619508858,Informatics,1,779
1637551036,79.2,23.5,113.1,1611073581,Televisions,1,466
1637753026,43.4,57.9,102.4,1634769023,Furniture,0,308
1613184394,67.8,27.4,85.0,1613839542,Beauty,4,830
1618496361,2.3,91.2,93.3,1613343203,Furniture,0,364
1633503249,4.9,83.9,88.2,1633346957,Audio,0,346
1640061529,8.9,92.7,101.8,1623746893,Audio,3,156
1618500403,59.9,26.4,65.7,1628429745,Furniture,3,221
1640514892,78.6,3.6,16.9,1634341216,Beauty,3,631
1616816869,50.4,18.4,37.1,1612833107,Printers,0,48
1612913383,25.4,38.5,51.6,1626397008,Printers,3,894
1639253803,72.9,12.7,47.0,1624872326,Printers,2,644
1621332337,74.7,26.3,104.1,1630121377,Screens,1,864
1623835960,20.6,77.0,97.0,1630071721,Beauty,3,83
1618397453,46.4,29.2,54.4,1612832036,Beauty,2,331
1629593645,22.1,41.3,53.0,1620297939,Phones,4,868
1624796965,44.2,58.6,104.9,1630839925,Audio,0,618
1619575137,9.6,89.7,99.2,1614903401,Home Care,4,481
1629892847,33.2,76.7,114.8,1621154333,Televisions,1,503
1617512148,17.9,77.5,94.4,1617373948,Informatics,0,450
1618379810,16.2,56.3,67.2,1614095509,Printers,2,781
1628339456,40.2,50.7,84.7,1617126841,Televisions,1,714
1614327368,37.6,40.7,65.3,1616897216,Beauty,0,687
1620468950,13.9,42.6,49.5,1629622313,Printers,4,259
1630279969,65.5,14.2,41.1,1619848909,Consumer Electronics,2,463
1631283574,6.6,57.9,62.0,1633004558,Furniture,4,337
1624235985,44.8,9.9,18.0,1611832359,Consumer Electronics,4,18
1635829716,16.3,49.8,59.5,1613358418,Informatics,3,240
1619591054,25.0,33.2,44.3,1631834013,Televisions,2,470
1636599843,59.2,47.9,117.2,1612755334,Furniture,3,646
1636364481,9.3,21.6,23.8,1628902468,Printers,4,348
1635491034,60.6,24.5,62.2,1639103585,Phones,3,608
1612261797,58.5,30.5,73.3,1625994054,Home Care,1,820
1620551994,77.1,18.6,81.0,1635735316,Screens,0,285
1631955731,27.1,65.6,90.0,1635622627,Televisions,1,358
1639137526,32.3,28.2,41.7,1626367376,Home Care,1,316
1630430622,43.5,57.2,101.1,1630280353,Audio,2,531
1637416997,32.9,41.2,61.5,1632624636,Consumer Electronics,0,756
1613054525,31.7,10.6,15.5,1610928220,Home Care,0,590
1640409320,52.3,15.9,33.2,1616802999,Printers,0,894
1636926873,41.2,32.2,54.7,1626158006,Beauty,2,89
1613422168,34.6,75.1,114.8,1618697451,Phones,3,289
1613150262,43.2,22.5,39.7,1640993527,Printers,0,523
1637237150,24.0,18.6,24.4,1629277817,Printers,3,853
1619329090,14.2,22.2,25.9,1622111561,Televisions,1,431
1633901523,1.3,51.2,51.9,1637206564,Printers,1,223
1626552508,29.6,64.5,91.7,1637872871,Printers,2,860
1639090314,34.1,13.3,20.2,1631863983,Audio,1,668
1619982915,49.8,9.5,18.9,1630972271,Televisions,3,776
1625151182,71.0,11.7,40.4,1639478828,Furniture,1,489
1617733249,8.1,31.7,34.5,1614356149,Consumer Electronics,4,150
1635244357,59.9,40.9,101.8,1623371883,Furniture,0,17
1636233740,14.0,102.3,119.0,1631698759,Home Care,1,758
1612660872,28.2,33.6,46.8,1626685665,Audio,3,203
1630442246,55.0,46.8,104.0,1615041382,Beauty,3,392
1633237303,18.4,85.5,104.8,1626609266,Consumer Electronics,1,329
1633344066,29.6,64.1,91.1,1636216566,Audio,2,615
1610594903,73.4,24.1,90.4,1634755838,Informatics,0,644
1616197595,4.6,79.9,83.8,1621822046,Printers,2,233
1625748482,15.7,42.4,50.3,1620205458,Screens,0,724
1625872574,29.4,80.5,113.9,1623295870,Phones,4,442
1631244413,21.6,56.5,72.1,1619552758,Home Care,2,371
1619756263,4.8,50.5,53.1,1627770046,Printers,2,569
1640366386,0.7,49.2,49.5,1621654367,Informatics,2,29
1625396660,73.7,24.0,91.3,1638035543,Phones,2,862
1634291273,28.9,51.3,72.2,1620727715,Audio,1,305
1618165400,13.4,63.9,73.8,1616112726,Home Care,0,583
1619272518,11.0,57.4,64.6,1620693676,Furniture,0,691
1630955040,13.5,71.9,83.1,1616297737,Printers,2,379
1620617225,73.7,14.3,54.3,1610366713,Phones,2,229
1633496538,47.9,33.2,63.7,1616994803,Screens,3,229
1636885470,20.8,19.3,24.4,1635078015,Beauty,2,661
1627459624,13.9,16.0,18.6,1632979700,Televisions,4,610
1611925452,45.8,35.1,64.8,1614646047,Consumer Electronics,3,677
1618644503,22.5,88.3,113.9,1631630531,Home Care,0,160
1637474514,41.1,14.9,25.3,1609718423,Furniture,4,290
1640227383,63.0,37.7,101.9,1629706068,Beauty,4,493
1611773241,17.0,44.6,53.7,1619757429,Beauty,2,669
1611816492,46.3,23.5,43.7,1624720573,Screens,3,248
1628882927,71.8,25.7,91.2,1626780974,Phones,2,467
1634563559,23.3,87.1,113.6,1623581729,Audio,0,880
1617499736,50.1,14.3,28.7,1613124807,Audio,4,731
1626747480,22.0,16.8,21.5,1638912004,Screens,0,849
1610043670,12.3,67.2,76.6,1628784891,Furniture,1,852
1640832717,77.8,12.2,54.8,1629160870,Audio,1,617
1638356103,65.1,17.3,49.4,1615002945,Informatics,2,82
1621935498,32.7,42.8,63.6,1639370380,Televisions,2,357
1634452642,53.7,10.5,22.7,1613319230,Printers,4,304
1635979352,7.5,86.3,93.3,1635512157,Beauty,3,862
1622523079,31.3,20.4,29.7,1626653479,Audio,3,102
1626885198,60.8,8.7,22.2,1609696872,Furniture,1,754
1625639442,41.3,27.2,46.3,1611492111,Screens,3,158
1611422957,39.7,62.5,103.6,1622211807,Phones,2,58
1633808314,3.1,44.2,45.7,1632188210,Beauty,0,342
1624931182,60.0,10.3,25.8,1631537946,Furniture,2,823
1615029328,47.8,54.8,105.0,1630317163,Phones,1,382
1635041312,21.2,45.9,58.3,1609736965,Screens,1,443
1626876388,58.2,11.2,26.7,1609674968,Furniture,3,723
1628694208,12.5,86.7,99.1,1627157161,Informatics,4,195
1630312747,48.5,43.1,83.7,1611513984,Furniture,4,653
1640715365,77.2,15.6,68.6,1639270948,Beauty,0,44
1625089656,64.0,31.6,87.7,1612020416,Printers,4,584
1625069053,22.7,25.3,32.7,1613180438,Televisions,0,619
1631728003,64.1,25.4,70.7,1640580273,Informatics,4,715
1620930183,34.2,19.8,30.1,1623911567,Consumer Electronics,4,198
1619515363,71.0,6.9,23.7,1616083626,Furniture,3,849
1631760134,6.2,18.1,19.3,1633131694,Consumer Electronics,2,167
1629518568,37.4,41.0,65.4,1631581336,Furniture,3,45
1638580943,47.9,19.9,38.3,1613364452,Screens,0,418
1630048473,17.1,48.7,58.7,1618591446,Home Care,2,443
1612556514,72.4,32.9,119.1,1627566393,Printers,0,863
1629717301,37.7,13.6,21.8,1640278162,Home Care,2,567
1640565811,16.2,26.1,31.1,1636680484,Televisions,4,398
1610823731,48.4,35.4,68.7,1624278630,Informatics,0,144
1613383245,14.7,52.2,61.3,1621158925,Home Care,4,271
1635426624,38.8,39.8,64.9,1634418325,Furniture,2,347
1614168909,38.7,69.0,112.6,1622273304,Phones,3,181
1639633328,33.4,57.8,86.9,1616836348,Audio,3,292
1628165136,76.0,19.8,82.7,1629138513,Furniture,1,651
1623043222,46.2,41.5,77.1,1633727683,Beauty,1,219
1626293472,18.6,62.6,77.0,1615352847,Printers,3,703
1619035364,50.1,23.0,46.1,1610033298,Televisions,4,320
1612484811,40.4,67.5,113.3,1629860643,Informatics,0,81
1618345166,42.8,51.4,89.9,1633092764,Phones,4,280
1628348124,64.8,7.9,22.4,1609601339,Audio,4,389
1613355489,63.7,43.1,119.0,1625056168,Screens,1,589
1639179597,13.3,39.9,46.0,1613814426,Informatics,2,150
1631091587,34.7,53.0,81.2,1634096270,Informatics,4,861
1639546619,68.6,24.1,76.6,1639709647,Home Care,2,432
1631363358,21.6,37.2,47.5,1616291251,Beauty,4,420
1611571297,36.1,29.9,46.8,1612122302,Screens,4,12
1631120613,43.6,30.5,54.0,1631452668,Screens,3,823
1628207503,14.6,27.9,32.7,1613025355,Printers,4,598
1638373902,75.1,28.1,112.8,1623014578,Televisions,1,450
1639515823,19.2,55.2,68.3,1638565829,Furniture,3,634
1624728212,20.1,39.2,49.1,1628504338,Printers,3,342
1631459514,13.5,56.8,65.7,1621358560,Beauty,2,246
1629665526,17.5,42.4,51.4,1619455429,Printers,2,824
1619956113,68.1,16.6,52.1,1629981476,Consumer Electronics,0,425
1638557342,20.3,32.1,40.3,1617994379,Furniture,2,375
1622554555,58.9,46.8,113.9,1617396876,Phones,4,196
1625518859,18.9,45.3,55.8,1627993221,Consumer Electronics,1,410
1637069578,77.7,15.9,71.3,1624527219,Screens,2,769
1635824269,6.7,30.9,33.1,1621793895,Informatics,3,134
1611588252,26.6,75.0,102.2,1626790767,Informatics,1,432
1613591120,29.1,60.3,85.1,1627103115,Phones,2,226
1626778359,32.3,18.7,27.7,1637054619,Consumer Electronics,0,317
1633158011,18.1,86.0,105.1,1613883057,Beauty,0,305
1609618045,20.6,71.6,90.2,1639888425,Consumer Electronics,4,135
1614711389,15.0,28.5,33.5,1623374367,Televisions,4,497
1635026945,57.4,24.1,56.6,1618194193,Audio,1,254
1628033864,71.2,11.6,40.4,1616846345,Screens,2,451
1632862191,22.2,22.0,28.3,1617726021,Televisions,1,360
1622945612,43.9,11.9,21.2,1623175756,Phones,1,439
1632473973,75.9,10.8,44.8,1621113937,Printers,1,36
1612684269,79.8,13.9,69.0,1617533195,Printers,0,247
1618322703,71.4,26.5,92.5,1617647448,Home Care,0,83
1610592765,58.4,48.0,115.3,1609539440,Audio,0,894
1623948292,77.2,4.1,17.9,1627307997,Beauty,1,517
1640294534,5.7,63.9,67.7,1625286875,Screens,1,244
1621526627,1.2,41.8,42.4,1622645546,Televisions,3,142
1623480169,21.6,31.5,40.1,1635315225,Screens,2,550
1634093640,71.9,24.9,88.6,1618386628,Printers,3,858
1631038154,29.2,47.4,67.0,1635949166,Home Care,1,185
1622298578,78.6,10.0,46.7,1637496699,Audio,1,589
1617706161,14.8,54.8,64.4,1609709008,Phones,2,699
1618994853,54.0,11.2,24.3,1639633097,Printers,0,215
1616900039,12.7,35.6,40.8,1629166774,Home Care,4,169
1611561631,39.2,72.5,119.2,1632020296,Audio,0,306
1621076852,18.4,59.7,73.1,1637993711,Phones,1,85
1614101415,32.7,55.5,82.5,1632303118,Furniture,4,688
1615294243,8.6,98.1,107.3,1636020442,Audio,2,250
1638134341,77.9,11.2,50.4,1617560971,Televisions,3,461
1631232582,65.8,34.3,100.3,1621767947,Beauty,4,896
1625123515,75.8,9.3,38.4,1612842626,Home Care,2,780
1623948742,30.4,34.4,49.5,1621517316,Screens,0,698
1621942212,34.3,28.7,43.6,1620583717,Audio,0,653
1622757455,66.0,24.6,72.5,1615791118,Furniture,4,446
1637124849,74.3,9.4,36.4,1610549024,Screens,0,255
1635138276,1.0,99.8,100.8,1623593851,Home Care,4,268
1618700429,79.1,18.7,89.6,1616657289,Home Care,2,460
1636508445,30.9,27.3,39.4,1630338146,Printers,2,883
1614993794,13.0,68.4,78.6,1635775701,Informatics,0,22
1622146241,46.2,14.1,26.1,1613477420,Televisions,4,555
1626620089,76.4,19.3,81.7,1626874261,Beauty,4,30
1621418429,55.4,41.2,92.5,1622033698,Home Care,4,561
1637067496,32.5,64.1,95.0,1636323321,Phones,0,868
1636467574,79.1,21.4,102.5,1638292345,Printers,0,449
1630664862,22.7,38.5,49.8,1632231686,Phones,1,810
1637981421,49.3,33.3,65.5,1624039144,Home Care,3,77
1616652960,19.2,67.0,83.0,1624531286,Screens,0,90
1639974186,40.9,26.5,44.8,1620869482,Beauty,4,588
1619429406,75.1,5.6,22.6,1617509895,Phones,2,810
1617290833,22.3,73.1,94.2,1614168502,Informatics,1,268
1633295612,62.9,21.2,57.1,1640543646,Consumer Electronics,2,776
1629551851,75.1,16.5,66.1,1639567966,Screens,2,831
1632677201,21.9,61.5,78.8,1638329365,Audio,2,648
1615803654,40.5,57.1,95.9,1633094687,Screens,4,869
1623175826,59.6,8.2,20.2,1623703656,Audio,1,32
1621567198,14.4,85.4,99.8,1623465492,Beauty,4,155
1612739404,22.2,41.8,53.7,1614639901,Home Care,4,408
1626190246,12.6,66.9,76.6,1634378895,Beauty,0,102
1618613293,4.8,41.1,43.2,1639054644,Printers,3,50
